id,educ,education
864,14,Some College
865,12,High School
866,13,Some College
867,15,Some College
871,14,Some College
872,12,High School
873,19,> 4 years of college
874,12,High School
878,16,4 Years of College
880,15,Some College
881,20,> 4 years of college
882,18,> 4 years of college
883,20,> 4 years of college
884,16,4 Years of College
885,16,4 Years of College
886,13,Some College
887,16,4 Years of College
888,12,High School
890,17,> 4 years of college
892,16,4 Years of College
894,20,> 4 years of college
895,12,High School
896,16,4 Years of College
897,18,> 4 years of college
898,19,> 4 years of college
899,18,> 4 years of college
901,16,4 Years of College
902,14,Some College
903,16,4 Years of College
904,18,> 4 years of college
906,16,4 Years of College
910,16,4 Years of College
915,18,> 4 years of college
916,18,> 4 years of college
917,19,> 4 years of college
918,13,Some College
919,16,4 Years of College
923,12,High School
924,12,High School
925,16,4 Years of College
926,15,Some College
927,18,> 4 years of college
928,15,Some College
929,16,4 Years of College
931,16,4 Years of College
933,12,High School
935,14,Some College
938,12,High School
941,16,4 Years of College
942,16,4 Years of College
943,20,> 4 years of college
944,18,> 4 years of college
945,12,High School
946,18,> 4 years of college
947,17,> 4 years of college
948,16,4 Years of College
949,15,Some College
950,16,4 Years of College
952,16,4 Years of College
953,18,> 4 years of college
954,20,> 4 years of college
956,16,4 Years of College
957,16,4 Years of College
960,12,High School
961,12,High School
964,18,> 4 years of college
965,12,High School
969,16,4 Years of College
972,18,> 4 years of college
973,15,Some College
975,17,> 4 years of college
977,12,High School
980,14,Some College
981,18,> 4 years of college
983,17,> 4 years of college
985,18,> 4 years of college
986,20,> 4 years of college
988,16,4 Years of College
989,17,> 4 years of college
990,15,Some College
991,16,4 Years of College
992,14,Some College
993,17,> 4 years of college
995,14,Some College
996,14,Some College
997,18,> 4 years of college
998,15,Some College
999,16,4 Years of College
1000,16,4 Years of College
1001,16,4 Years of College
1002,14,Some College
1003,16,4 Years of College
1004,14,Some College
1005,19,> 4 years of college
1008,13,Some College
1009,8,< High School
1013,19,> 4 years of college
1014,16,4 Years of College
1015,17,> 4 years of college
1018,16,4 Years of College
1019,16,4 Years of College
1021,17,> 4 years of college
1022,16,4 Years of College
1023,16,4 Years of College
1024,16,4 Years of College
1025,19,> 4 years of college
1026,17,> 4 years of college
1030,12,High School
1034,12,High School
1036,14,Some College
1039,16,4 Years of College
1043,12,High School
1044,18,> 4 years of college
1045,18,> 4 years of college
1046,14,Some College
1048,13,Some College
1049,17,> 4 years of college
1050,14,Some College
1051,16,4 Years of College
1052,12,High School
1055,16,4 Years of College
1056,16,4 Years of College
1057,14,Some College
1059,12,High School
1060,12,High School
1061,16,4 Years of College
1062,18,> 4 years of college
1063,14,Some College
1065,19,> 4 years of college
1066,13,Some College
1068,16,4 Years of College
1069,12,High School
1071,16,4 Years of College
1072,12,High School
1074,18,> 4 years of college
1075,13,Some College
1079,17,> 4 years of college
1080,12,High School
1081,13,Some College
1084,19,> 4 years of college
1085,12,High School
1086,10,< High School
1087,12,High School
1088,12,High School
1089,12,High School
1091,14,Some College
1092,13,Some College
1093,14,Some College
1094,16,4 Years of College
1095,15,Some College
1096,14,Some College
1097,16,4 Years of College
1100,12,High School
1102,18,> 4 years of college
1103,18,> 4 years of college
1106,12,High School
1108,12,High School
1109,10,< High School
1110,20,> 4 years of college
1111,14,Some College
1112,15,Some College
1115,20,> 4 years of college
1117,12,High School
1118,19,> 4 years of college
1119,18,> 4 years of college
1120,17,> 4 years of college
1121,16,4 Years of College
1122,11,< High School
1123,16,4 Years of College
1124,15,Some College
1127,16,4 Years of College
1129,20,> 4 years of college
1130,16,4 Years of College
1131,16,4 Years of College
1132,16,4 Years of College
1133,16,4 Years of College
1134,16,4 Years of College
1136,16,4 Years of College
1137,16,4 Years of College
1138,16,4 Years of College
1139,18,> 4 years of college
1140,16,4 Years of College
1141,18,> 4 years of college
1142,16,4 Years of College
1143,20,> 4 years of college
1144,18,> 4 years of college
1145,14,Some College
1146,17,> 4 years of college
1147,16,4 Years of College
1149,14,Some College
1150,8,< High School
1152,14,Some College
1154,19,> 4 years of college
1155,17,> 4 years of college
1156,20,> 4 years of college
1157,14,Some College
1159,16,4 Years of College
1161,12,High School
1162,16,4 Years of College
1164,16,4 Years of College
1165,18,> 4 years of college
1166,16,4 Years of College
1169,13,Some College
1171,20,> 4 years of college
1172,14,Some College
1173,14,Some College
1176,18,> 4 years of college
1181,14,Some College
1183,12,High School
1185,15,Some College
1186,16,4 Years of College
1187,14,Some College
1190,17,> 4 years of college
1191,13,Some College
1192,13,Some College
1193,16,4 Years of College
1194,18,> 4 years of college
1195,16,4 Years of College
1196,18,> 4 years of college
1197,16,4 Years of College
1198,16,4 Years of College
1199,20,> 4 years of college
1200,16,4 Years of College
1201,18,> 4 years of college
1203,15,Some College
1204,18,> 4 years of college
1205,14,Some College
1206,18,> 4 years of college
1207,16,4 Years of College
1208,19,> 4 years of college
1209,20,> 4 years of college
1210,14,Some College
1211,16,4 Years of College
1213,20,> 4 years of college
1215,16,4 Years of College
1216,16,4 Years of College
1217,16,4 Years of College
1218,11,< High School
1219,14,Some College
1220,16,4 Years of College
1222,12,High School
1223,17,> 4 years of college
1224,20,> 4 years of college
1225,12,High School
1228,12,High School
1229,14,Some College
1230,20,> 4 years of college
1231,12,High School
1232,12,High School
1235,13,Some College
1237,14,Some College
1239,12,High School
1244,15,Some College
1245,12,High School
1246,13,Some College
1247,12,High School
1248,10,< High School
1249,19,> 4 years of college
1250,18,> 4 years of college
1251,12,High School
1253,16,4 Years of College
1254,13,Some College
1255,16,4 Years of College
1257,15,Some College
1259,17,> 4 years of college
1261,15,Some College
1263,16,4 Years of College
1265,20,> 4 years of college
1266,18,> 4 years of college
1267,17,> 4 years of college
1268,19,> 4 years of college
1269,20,> 4 years of college
1270,17,> 4 years of college
1271,14,Some College
1272,20,> 4 years of college
1273,16,4 Years of College
1275,13,Some College
1276,16,4 Years of College
1277,13,Some College
1278,16,4 Years of College
1279,16,4 Years of College
1285,19,> 4 years of college
1287,20,> 4 years of college
1289,16,4 Years of College
1290,16,4 Years of College
1291,16,4 Years of College
1292,16,4 Years of College
1294,13,Some College
1295,18,> 4 years of college
1297,18,> 4 years of college
1298,17,> 4 years of college
1299,18,> 4 years of college
1304,14,Some College
1305,12,High School
1306,16,4 Years of College
1312,18,> 4 years of college
1314,12,High School
1315,17,> 4 years of college
1316,14,Some College
1317,17,> 4 years of college
1318,17,> 4 years of college
1319,14,Some College
1320,14,Some College
1322,12,High School
1323,16,4 Years of College
1324,15,Some College
1325,14,Some College
1326,16,4 Years of College
1327,16,4 Years of College
1328,18,> 4 years of college
1329,16,4 Years of College
1330,12,High School
1331,18,> 4 years of college
1332,20,> 4 years of college
1333,12,High School
1334,17,> 4 years of college
1336,17,> 4 years of college
1337,12,High School
1338,13,Some College
1340,20,> 4 years of college
1342,19,> 4 years of college
1343,12,High School
1344,19,> 4 years of college
1345,12,High School
1346,17,> 4 years of college
1347,12,High School
1349,14,Some College
1350,17,> 4 years of college
1351,16,4 Years of College
1355,13,Some College
1356,12,High School
1357,16,4 Years of College
1358,16,4 Years of College
1359,16,4 Years of College
1360,17,> 4 years of college
1361,16,4 Years of College
1363,16,4 Years of College
1364,12,High School
1365,16,4 Years of College
1367,12,High School
1368,17,> 4 years of college
1369,12,High School
1370,18,> 4 years of college
1371,14,Some College
1372,13,Some College
1373,16,4 Years of College
1374,20,> 4 years of college
1381,16,4 Years of College
1384,12,High School
1385,16,4 Years of College
1386,12,High School
1388,18,> 4 years of college
1389,13,Some College
1391,19,> 4 years of college
1392,14,Some College
1393,16,4 Years of College
1395,14,Some College
1396,12,High School
1397,14,Some College
1399,20,> 4 years of college
1400,16,4 Years of College
1401,16,4 Years of College
1402,18,> 4 years of college
1403,12,High School
1405,15,Some College
1406,11,< High School
1407,15,Some College
1408,12,High School
1411,12,High School
1413,12,High School
1414,14,Some College
1416,16,4 Years of College
1417,12,High School
1418,16,4 Years of College
1419,14,Some College
1425,17,> 4 years of college
1426,16,4 Years of College
1427,16,4 Years of College
1428,17,> 4 years of college
1429,17,> 4 years of college
1430,13,Some College
1431,16,4 Years of College
1432,14,Some College
1433,12,High School
1434,12,High School
1437,15,Some College
1438,13,Some College
1440,16,4 Years of College
1442,13,Some College
1444,17,> 4 years of college
1445,19,> 4 years of college
1447,13,Some College
1448,17,> 4 years of college
1449,18,> 4 years of college
1451,19,> 4 years of college
1452,16,4 Years of College
1453,12,High School
1454,18,> 4 years of college
1455,14,Some College
1456,14,Some College
1458,14,Some College
1459,15,Some College
1466,12,High School
1467,16,4 Years of College
1468,18,> 4 years of college
1469,16,4 Years of College
1470,18,> 4 years of college
1472,15,Some College
1474,18,> 4 years of college
1475,20,> 4 years of college
1477,20,> 4 years of college
1478,12,High School
1479,17,> 4 years of college
1480,12,High School
1481,14,Some College
1482,14,Some College
1483,17,> 4 years of college
1484,10,< High School
1487,17,> 4 years of college
1489,16,4 Years of College
1490,12,High School
1491,20,> 4 years of college
1493,11,< High School
1495,16,4 Years of College
1496,16,4 Years of College
1499,8,< High School
1502,14,Some College
1505,16,4 Years of College
1506,8,< High School
1507,15,Some College
1508,16,4 Years of College
1509,14,Some College
1512,14,Some College
1513,12,High School
1514,16,4 Years of College
1516,11,< High School
1517,16,4 Years of College
1518,0,< High School
1519,16,4 Years of College
1522,13,Some College
1523,12,High School
1524,19,> 4 years of college
1525,18,> 4 years of college
1528,16,4 Years of College
1534,12,High School
1535,12,High School
1537,16,4 Years of College
1538,16,4 Years of College
1539,16,4 Years of College
1540,16,4 Years of College
1541,13,Some College
1542,20,> 4 years of college
1543,16,4 Years of College
1547,16,4 Years of College
1548,14,Some College
1549,18,> 4 years of college
1552,12,High School
1554,17,> 4 years of college
1555,12,High School
1557,16,4 Years of College
1558,13,Some College
1560,16,4 Years of College
1561,14,Some College
1562,12,High School
1563,12,High School
1564,16,4 Years of College
1567,14,Some College
1568,12,High School
1569,15,Some College
1570,11,< High School
1572,16,4 Years of College
1573,12,High School
1575,16,4 Years of College
1577,9,< High School
1580,12,High School
1582,16,4 Years of College
1584,16,4 Years of College
1585,18,> 4 years of college
1586,18,> 4 years of college
1587,14,Some College
1588,16,4 Years of College
1590,14,Some College
1591,12,High School
1592,16,4 Years of College
1593,13,Some College
1594,16,4 Years of College
1596,16,4 Years of College
1597,10,< High School
1598,12,High School
1601,14,Some College
1602,13,Some College
1603,16,4 Years of College
1604,16,4 Years of College
1606,13,Some College
1607,17,> 4 years of college
1608,12,High School
1610,14,Some College
1612,13,Some College
1614,11,< High School
1616,14,Some College
1617,14,Some College
1618,18,> 4 years of college
1619,12,High School
1620,14,Some College
1624,11,< High School
1625,16,4 Years of College
1626,16,4 Years of College
1627,20,> 4 years of college
1628,16,4 Years of College
1631,11,< High School
1632,13,Some College
1634,20,> 4 years of college
1638,14,Some College
1640,12,High School
1643,20,> 4 years of college
1646,12,High School
1647,12,High School
1648,17,> 4 years of college
1649,15,Some College
1650,16,4 Years of College
1653,20,> 4 years of college
1657,14,Some College
1658,16,4 Years of College
1660,14,Some College
1661,12,High School
1662,16,4 Years of College
1664,18,> 4 years of college
1665,14,Some College
1669,20,> 4 years of college
1671,12,High School
1672,16,4 Years of College
1673,14,Some College
1675,12,High School
1676,9,< High School
1677,12,High School
1678,11,< High School
1681,18,> 4 years of college
1683,17,> 4 years of college
1684,18,> 4 years of college
1685,16,4 Years of College
1686,16,4 Years of College
1688,16,4 Years of College
1689,12,High School
1691,18,> 4 years of college
1692,16,4 Years of College
1694,14,Some College
1695,13,Some College
1696,12,High School
1697,16,4 Years of College
1699,14,Some College
1701,13,Some College
1702,16,4 Years of College
1703,13,Some College
1704,16,4 Years of College
1705,14,Some College
1707,16,4 Years of College
1709,18,> 4 years of college
1710,12,High School
1711,9,< High School
1712,12,High School
1714,13,Some College
1715,13,Some College
1716,18,> 4 years of college
1717,16,4 Years of College
1719,16,4 Years of College
1720,14,Some College
1721,15,Some College
1722,16,4 Years of College
1723,16,4 Years of College
1726,16,4 Years of College
1727,16,4 Years of College
1728,18,> 4 years of college
1729,13,Some College
1731,18,> 4 years of college
1733,18,> 4 years of college
1734,20,> 4 years of college
1735,12,High School
1736,18,> 4 years of college
1741,13,Some College
1742,15,Some College
1743,12,High School
1745,16,4 Years of College
1746,14,Some College
1747,16,4 Years of College
1748,16,4 Years of College
1750,14,Some College
1751,14,Some College
1752,12,High School
1753,13,Some College
1754,14,Some College
1756,16,4 Years of College
1757,18,> 4 years of college
1758,16,4 Years of College
1759,20,> 4 years of college
1760,12,High School
1761,16,4 Years of College
1762,14,Some College
1764,14,Some College
1766,16,4 Years of College
1767,13,Some College
1769,13,Some College
1770,14,Some College
1771,12,High School
1772,12,High School
1773,14,Some College
1774,12,High School
1776,16,4 Years of College
1782,12,High School
1783,17,> 4 years of college
1784,20,> 4 years of college
1785,16,4 Years of College
1786,16,4 Years of College
1788,20,> 4 years of college
1789,17,> 4 years of college
1790,12,High School
1791,16,4 Years of College
1792,17,> 4 years of college
1794,15,Some College
1796,12,High School
1797,16,4 Years of College
1798,16,4 Years of College
1802,12,High School
1803,15,Some College
1806,13,Some College
1807,16,4 Years of College
1808,12,High School
1809,16,4 Years of College
1811,16,4 Years of College
1812,13,Some College
1813,16,4 Years of College
1814,15,Some College
1815,12,High School
1816,12,High School
1817,16,4 Years of College
1818,15,Some College
1819,16,4 Years of College
1822,14,Some College
1824,16,4 Years of College
1826,12,High School
1827,12,High School
1829,17,> 4 years of college
1830,12,High School
1837,15,Some College
1838,16,4 Years of College
1840,12,High School
1841,11,< High School
1842,11,< High School
1845,18,> 4 years of college
1847,17,> 4 years of college
1848,16,4 Years of College
1849,12,High School
1850,14,Some College
1851,16,4 Years of College
1852,16,4 Years of College
1853,12,High School
1854,14,Some College
1856,13,Some College
1857,16,4 Years of College
1858,13,Some College
1859,16,4 Years of College
1860,20,> 4 years of college
1861,14,Some College
1862,14,Some College
1863,18,> 4 years of college
1864,18,> 4 years of college
1865,14,Some College
1866,10,< High School
1867,13,Some College
1868,12,High School
1869,12,High School
1871,12,High School
1872,12,High School
1875,14,Some College
1876,12,High School
1877,14,Some College
1878,18,> 4 years of college
1879,12,High School
1881,12,High School
1882,16,4 Years of College
1883,16,4 Years of College
1884,16,4 Years of College
1885,12,High School
1887,13,Some College
1888,13,Some College
1889,18,> 4 years of college
1890,13,Some College
1891,18,> 4 years of college
1892,12,High School
1894,12,High School
1895,20,> 4 years of college
1897,14,Some College
1898,12,High School
1899,16,4 Years of College
1901,16,4 Years of College
1903,12,High School
1904,15,Some College
1905,18,> 4 years of college
1908,17,> 4 years of college
1909,14,Some College
1910,19,> 4 years of college
1912,20,> 4 years of college
1914,16,4 Years of College
1915,14,Some College
1916,16,4 Years of College
1918,18,> 4 years of college
1922,20,> 4 years of college
1923,18,> 4 years of college
1924,16,4 Years of College
1925,18,> 4 years of college
1926,16,4 Years of College
1929,16,4 Years of College
1932,14,Some College
1933,16,4 Years of College
1934,12,High School
1935,15,Some College
1936,16,4 Years of College
1937,18,> 4 years of college
1938,18,> 4 years of college
1939,16,4 Years of College
1942,15,Some College
1943,14,Some College
1946,10,< High School
1947,12,High School
1950,16,4 Years of College
1951,17,> 4 years of college
1953,16,4 Years of College
1954,18,> 4 years of college
1959,12,High School
1960,19,> 4 years of college
1961,12,High School
1962,18,> 4 years of college
1965,12,High School
1966,12,High School
1967,18,> 4 years of college
1968,13,Some College
1969,16,4 Years of College
1970,20,> 4 years of college
1971,12,High School
1973,14,Some College
1976,17,> 4 years of college
1978,12,High School
1979,14,Some College
1980,16,4 Years of College
1981,14,Some College
1984,16,4 Years of College
1985,16,4 Years of College
1986,20,> 4 years of college
1988,16,4 Years of College
1989,16,4 Years of College
1990,12,High School
1992,13,Some College
1993,12,High School
1996,16,4 Years of College
1998,13,Some College
1999,14,Some College
2000,12,High School
2001,13,Some College
2003,16,4 Years of College
2005,14,Some College
2011,12,High School
2012,13,Some College
2018,12,High School
2019,16,4 Years of College
2021,14,Some College
2022,12,High School
2023,12,High School
2027,19,> 4 years of college
2028,13,Some College
2029,16,4 Years of College
2030,12,High School
2031,12,High School
2034,19,> 4 years of college
2035,12,High School
2036,12,High School
2037,14,Some College
2038,16,4 Years of College
2039,12,High School
2040,12,High School
2048,16,4 Years of College
2049,12,High School
2050,17,> 4 years of college
2053,15,Some College
2057,12,High School
2058,14,Some College
2067,13,Some College
2069,15,Some College
2070,12,High School
2071,12,High School
2072,18,> 4 years of college
2074,16,4 Years of College
2076,12,High School
2077,16,4 Years of College
2079,17,> 4 years of college
2080,13,Some College
2082,12,High School
2084,11,< High School
2087,12,High School
2089,17,> 4 years of college
2091,16,4 Years of College
2092,16,4 Years of College
2094,17,> 4 years of college
2095,13,Some College
2097,19,> 4 years of college
2098,16,4 Years of College
2100,15,Some College
2101,14,Some College
2108,20,> 4 years of college
2109,16,4 Years of College
2110,12,High School
2111,14,Some College
2112,16,4 Years of College
2113,11,< High School
2114,12,High School
2115,16,4 Years of College
2118,14,Some College
2120,16,4 Years of College
2121,16,4 Years of College
2122,16,4 Years of College
2123,16,4 Years of College
2124,19,> 4 years of college
2125,12,High School
2126,15,Some College
2127,16,4 Years of College
2129,18,> 4 years of college
2131,16,4 Years of College
2132,20,> 4 years of college
2134,12,High School
2135,18,> 4 years of college
2141,20,> 4 years of college
2142,16,4 Years of College
2143,16,4 Years of College
2144,12,High School
2148,16,4 Years of College
2150,16,4 Years of College
2151,18,> 4 years of college
2152,16,4 Years of College
2153,17,> 4 years of college
2154,16,4 Years of College
2156,18,> 4 years of college
2157,14,Some College
2158,14,Some College
2159,18,> 4 years of college
2160,12,High School
2161,14,Some College
2162,16,4 Years of College
2163,12,High School
2164,16,4 Years of College
2165,20,> 4 years of college
2166,12,High School
2169,12,High School
2170,6,< High School
2172,16,4 Years of College
2173,14,Some College
2175,14,Some College
2176,11,< High School
2177,17,> 4 years of college
2178,16,4 Years of College
2179,12,High School
2183,10,< High School
2184,15,Some College
2186,16,4 Years of College
2187,18,> 4 years of college
2191,20,> 4 years of college
2194,13,Some College
2195,20,> 4 years of college
2197,14,Some College
2198,12,High School
2201,20,> 4 years of college
2202,14,Some College
2204,15,Some College
2205,11,< High School
2207,18,> 4 years of college
2209,18,> 4 years of college
2210,13,Some College
2212,18,> 4 years of college
2215,18,> 4 years of college
2217,18,> 4 years of college
2220,14,Some College
2221,15,Some College
2222,14,Some College
2223,13,Some College
2224,14,Some College
2225,20,> 4 years of college
2228,9,< High School
2231,14,Some College
2232,14,Some College
2233,16,4 Years of College
2234,16,4 Years of College
2236,12,High School
2237,12,High School
2238,13,Some College
2239,12,High School
2241,13,Some College
2242,10,< High School
2243,16,4 Years of College
2244,13,Some College
2246,20,> 4 years of college
2247,16,4 Years of College
2250,16,4 Years of College
2254,18,> 4 years of college
2256,16,4 Years of College
2259,18,> 4 years of college
2260,16,4 Years of College
2261,16,4 Years of College
2262,18,> 4 years of college
2263,20,> 4 years of college
2264,18,> 4 years of college
2265,12,High School
2266,17,> 4 years of college
2267,16,4 Years of College
2269,14,Some College
2270,17,> 4 years of college
2271,13,Some College
2272,12,High School
2274,15,Some College
2275,15,Some College
2276,18,> 4 years of college
2277,14,Some College
2279,13,Some College
2280,12,High School
2283,14,Some College
2285,16,4 Years of College
2286,18,> 4 years of college
2287,16,4 Years of College
2288,17,> 4 years of college
2290,18,> 4 years of college
2292,15,Some College
2293,16,4 Years of College
2294,16,4 Years of College
2295,12,High School
2297,13,Some College
2298,18,> 4 years of college
2299,20,> 4 years of college
2301,16,4 Years of College
2303,14,Some College
2306,15,Some College
2307,20,> 4 years of college
2309,18,> 4 years of college
2310,14,Some College
2311,12,High School
2312,13,Some College
2313,12,High School
2314,20,> 4 years of college
2315,14,Some College
2316,14,Some College
2317,13,Some College
2318,17,> 4 years of college
2319,16,4 Years of College
2320,18,> 4 years of college
2325,16,4 Years of College
2327,11,< High School
2330,14,Some College
2331,19,> 4 years of college
2332,19,> 4 years of college
2337,20,> 4 years of college
2343,16,4 Years of College
2345,12,High School
2346,18,> 4 years of college
2347,17,> 4 years of college
2349,17,> 4 years of college
2350,12,High School
2351,10,< High School
2354,17,> 4 years of college
2357,16,4 Years of College
2358,15,Some College
2360,12,High School
2363,13,Some College
2364,16,4 Years of College
2366,13,Some College
2369,17,> 4 years of college
2371,15,Some College
2374,15,Some College
2375,14,Some College
2379,14,Some College
2381,12,High School
2382,14,Some College
2383,17,> 4 years of college
2386,12,High School
2387,16,4 Years of College
2388,12,High School
2389,17,> 4 years of college
2391,16,4 Years of College
2392,16,4 Years of College
2393,18,> 4 years of college
2394,14,Some College
2396,11,< High School
2397,20,> 4 years of college
2404,16,4 Years of College
2405,18,> 4 years of college
2406,14,Some College
2407,12,High School
2408,16,4 Years of College
2411,12,High School
2416,16,4 Years of College
2417,19,> 4 years of college
2418,18,> 4 years of college
2419,14,Some College
2421,16,4 Years of College
2422,12,High School
2424,16,4 Years of College
2425,14,Some College
2426,14,Some College
2433,16,4 Years of College
2434,16,4 Years of College
2436,17,> 4 years of college
2437,16,4 Years of College
2438,17,> 4 years of college
2439,16,4 Years of College
2440,20,> 4 years of college
2441,17,> 4 years of college
2443,15,Some College
2445,14,Some College
2446,15,Some College
2447,0,< High School
2448,17,> 4 years of college
2449,14,Some College
2450,15,Some College
2451,12,High School
2454,15,Some College
2455,13,Some College
2457,13,Some College
2459,16,4 Years of College
2460,12,High School
2463,16,4 Years of College
2465,12,High School
2466,12,High School
2467,16,4 Years of College
2468,16,4 Years of College
2469,20,> 4 years of college
2470,14,Some College
2471,18,> 4 years of college
2472,14,Some College
2474,16,4 Years of College
2475,12,High School
2478,20,> 4 years of college
2479,20,> 4 years of college
2481,17,> 4 years of college
2487,14,Some College
2488,20,> 4 years of college
2489,14,Some College
2490,14,Some College
2494,20,> 4 years of college
2495,13,Some College
2496,17,> 4 years of college
2497,18,> 4 years of college
2498,20,> 4 years of college
2499,20,> 4 years of college
2501,12,High School
2502,16,4 Years of College
2503,17,> 4 years of college
2504,17,> 4 years of college
2505,17,> 4 years of college
2506,14,Some College
2507,16,4 Years of College
2511,16,4 Years of College
2514,20,> 4 years of college
2515,12,High School
2516,17,> 4 years of college
2517,14,Some College
2519,17,> 4 years of college
2520,16,4 Years of College
2521,14,Some College
2522,18,> 4 years of college
2524,16,4 Years of College
2525,16,4 Years of College
2526,16,4 Years of College
2527,12,High School
2528,12,High School
2529,16,4 Years of College
2530,14,Some College
2531,14,Some College
2537,12,High School
2539,12,High School
2540,14,Some College
2541,20,> 4 years of college
2542,18,> 4 years of college
2544,14,Some College
2547,14,Some College
2548,13,Some College
2550,20,> 4 years of college
2551,16,4 Years of College
2552,15,Some College
2555,11,< High School
2556,20,> 4 years of college
2557,16,4 Years of College
2559,16,4 Years of College
2560,16,4 Years of College
2561,17,> 4 years of college
2565,14,Some College
2567,12,High School
2568,14,Some College
2569,10,< High School
2571,16,4 Years of College
2572,12,High School
2573,8,< High School
2574,20,> 4 years of college
2575,13,Some College
2576,6,< High School
2578,16,4 Years of College
2579,16,4 Years of College
2580,16,4 Years of College
2581,16,4 Years of College
2582,17,> 4 years of college
2583,17,> 4 years of college
2584,12,High School
2585,12,High School
2586,20,> 4 years of college
2587,12,High School
2589,12,High School
2590,12,High School
2591,17,> 4 years of college
2592,20,> 4 years of college
2593,20,> 4 years of college
2594,16,4 Years of College
2595,16,4 Years of College
2596,16,4 Years of College
2598,17,> 4 years of college
2599,16,4 Years of College
2600,14,Some College
2601,17,> 4 years of college
2602,18,> 4 years of college
2604,16,4 Years of College
2606,12,High School
2607,12,High School
2608,16,4 Years of College
2609,17,> 4 years of college
2611,19,> 4 years of college
2612,20,> 4 years of college
2613,13,Some College
2614,12,High School
2615,14,Some College
2617,12,High School
2618,16,4 Years of College
2619,16,4 Years of College
2620,12,High School
2621,16,4 Years of College
2623,12,High School
2624,16,4 Years of College
2626,12,High School
2627,12,High School
2629,16,4 Years of College
2630,19,> 4 years of college
2631,13,Some College
2632,16,4 Years of College
2634,13,Some College
2635,16,4 Years of College
2636,12,High School
2637,14,Some College
2639,16,4 Years of College
2640,16,4 Years of College
2642,14,Some College
2643,14,Some College
2644,14,Some College
2645,15,Some College
2648,18,> 4 years of college
2649,14,Some College
2650,13,Some College
2651,12,High School
2652,19,> 4 years of college
2653,20,> 4 years of college
2655,8,< High School
2656,17,> 4 years of college
2658,17,> 4 years of college
2660,10,< High School
2661,13,Some College
2662,12,High School
2664,18,> 4 years of college
2665,12,High School
2666,13,Some College
2668,12,High School
2671,16,4 Years of College
2674,16,4 Years of College
2675,19,> 4 years of college
2678,15,Some College
2679,12,High School
2680,12,High School
2681,12,High School
2682,12,High School
2684,12,High School
2685,14,Some College
2686,16,4 Years of College
2687,16,4 Years of College
2688,13,Some College
2689,16,4 Years of College
2690,18,> 4 years of college
2692,18,> 4 years of college
2695,14,Some College
2696,12,High School
2698,17,> 4 years of college
2699,16,4 Years of College
2700,16,4 Years of College
2702,15,Some College
2703,16,4 Years of College
2705,16,4 Years of College
2706,12,High School
2707,18,> 4 years of college
2710,16,4 Years of College
2711,16,4 Years of College
2712,14,Some College
2713,16,4 Years of College
2714,14,Some College
2717,18,> 4 years of college
2718,12,High School
2722,16,4 Years of College
2723,16,4 Years of College
2725,16,4 Years of College
2726,16,4 Years of College
2727,16,4 Years of College
2729,9,< High School
2733,14,Some College
2734,18,> 4 years of college
2735,13,Some College
2736,2,< High School
2737,16,4 Years of College
2738,13,Some College
2740,12,High School
2742,20,> 4 years of college
2743,12,High School
2745,13,Some College
2746,12,High School
2747,18,> 4 years of college
2748,11,< High School
2749,20,> 4 years of college
2750,12,High School
2751,13,Some College
2754,12,High School
2759,19,> 4 years of college
2760,14,Some College
2761,17,> 4 years of college
2762,12,High School
2763,14,Some College
2764,13,Some College
2766,12,High School
2771,16,4 Years of College
2772,12,High School
2773,12,High School
2774,17,> 4 years of college
2776,16,4 Years of College
2777,16,4 Years of College
2778,13,Some College
2781,13,Some College
2784,12,High School
2785,16,4 Years of College
2786,12,High School
2787,18,> 4 years of college
2790,20,> 4 years of college
2791,12,High School
2793,14,Some College
2794,16,4 Years of College
2797,18,> 4 years of college
2800,11,< High School
2801,12,High School
2804,16,4 Years of College
2805,18,> 4 years of college
2806,17,> 4 years of college
2807,16,4 Years of College
2809,17,> 4 years of college
2810,14,Some College
2813,14,Some College
2816,8,< High School
2817,12,High School
2819,16,4 Years of College
2820,12,High School
2821,16,4 Years of College
2822,12,High School
2824,20,> 4 years of college
2825,18,> 4 years of college
2826,12,High School
2828,3,< High School
2829,9,< High School
2831,12,High School
2832,14,Some College
2833,13,Some College
2835,16,4 Years of College
2836,14,Some College
2838,17,> 4 years of college
2839,14,Some College
2840,16,4 Years of College
2841,12,High School
2843,20,> 4 years of college
2844,17,> 4 years of college
2846,16,4 Years of College
2847,17,> 4 years of college
2848,18,> 4 years of college
2849,18,> 4 years of college
2850,16,4 Years of College
2852,15,Some College
2853,16,4 Years of College
2854,17,> 4 years of college
2857,16,4 Years of College
2858,14,Some College
2859,13,Some College
2860,14,Some College
2861,12,High School
2864,16,4 Years of College
2865,12,High School
2866,15,Some College
2867,17,> 4 years of college
2869,18,> 4 years of college
2870,20,> 4 years of college
2871,9,< High School
2872,15,Some College
2873,20,> 4 years of college
2874,18,> 4 years of college
2875,16,4 Years of College
2876,12,High School
2877,12,High School
2878,13,Some College
2880,12,High School
2882,16,4 Years of College
2883,14,Some College
2886,16,4 Years of College
2887,16,4 Years of College
2889,12,High School
2891,14,Some College
2892,14,Some College
2895,12,High School
2896,14,Some College
2897,13,Some College
2898,9,< High School
2900,17,> 4 years of college
2901,18,> 4 years of college
2902,19,> 4 years of college
2903,12,High School
2905,19,> 4 years of college
